level_code,grammar_type,category_type,grammar_detail,content,cases
HSK6,词类,副词,范围副词,净、一同、大都,"我们净忙着说话，甚至忘了给客人倒茶。
那位老师的书房里净是外文书。
我明天在大厅等你，咱们一同出发。
人们聚集在广场上，一同迎接新年的到来。
公园里散步的老年人大都是附近的居民。
假期时，这里的人们大都选择去海边度假。"
HSK6,词类,副词,语气副词,恰好、倒是、干脆、明明、总算,"婚礼那天恰好是新娘的生日。
下周六我恰好有时间，咱们可以一起去爬山。
你计划得倒是很好，可是你能做到吗？
这部漫画的内容一般，绘画风格倒是生动有趣。
既然双方不愿意合作，干脆就不要浪费时间再谈了。
你今天这么累，干脆早点休息，明天再工作吧！
你明明不胖，为什么总嫌自己胖呢？
明明是他做错了事，凭什么让我向他道歉？
我们在路边等了很久，总算有位好心的司机让我们搭车回到了学校。
连着下了一周小雨，今天总算迎来了一个晴天。"
HSK6,词类,副词,频率副词,一再、再三,"出发前老师一再提醒大家带上护照，可我还是忘了。
王经理一再强调这个项目对于公司至关重要。
他再三考虑要不要放弃工作的机会。
小张再三向领导解释他上班迟到的原因。"
HSK6,词类,助词,其他助词,也好,"孩子们假期不回来也好，我可以好好休息休息了。
手机也好，电脑也好，长时间使用都会造成眼睛疲劳。"
HSK6,词类,助词,结构助词,所,"这部电影是根据人们所熟悉的故事改编的。
你所了解的情况只是一小部分。"
HSK6,词类,助词,语气助词,啦、嘛,"我昨天就已经把作业交给老师啦！
这些文件对于公司至关重要，你可千万别弄丢啦！
我只是开个玩笑，你不要太认真嘛。
要是觉得累了，就走慢一点儿嘛。"
HSK6,词类,连词,连接分句或句子,不料,"我本来打算在房间看书，不料突然停电了，我只好去图书馆。
我以为两个孩子能一起好好玩儿，不料他俩刚一见面就吵起来了。"
HSK6,词类,量词,动量词,番,经过一番激烈的争论，我们最终达成了一致。
HSK6,词类,量词,名量词,专用名量词：串、滴、枝、扇、卷1、卷2,"这串项链是丈夫送给我的订婚礼物。
你试试往碗里加几滴醋，说不定味道会更好。
下班回家的路上，妈妈买了几枝玫瑰花。
听了他的话，我心里就像打开了一扇窗，突然亮了。
你把桌子上那卷胶带递给我一下。
这套书分为上、中、下三卷。"
HSK6,语素,类前缀,,超—、多—、反—、无—、亚—、准—,"没想到他竟然超水平发挥，最终赢得了这场比赛。
这位演员的表演总能展现出多层次的人物心理。
父母过分关注孩子的一举一动，会对孩子的成长起到反作用。
公司所有电脑系统都经过了严格的安全检查，确保无病毒运行。
新开发的商业区已经成为了城市亚中心，发展潜力巨大。
小张和女朋友小李已经订婚了，小李现在是张家的准媳妇。"
HSK6,语素,类后缀,,—化、—式、—型、—性,"随着科技的发展，人们迎来了数字化时代。
本课程采用专题式的教学方法，每课介绍一个专题。
这种鱼是观赏型的，很多人把它们当做宠物。
这款产品具备很好的便捷性，使用十分方便。"
